Sample	Genotype	Region	Country	Date	Host	D13	PinfSSR8	PinfSSR4	Pi04	Pi70	PinfSSR6	Pi63	PiG11	Pi02	PinfSSR11	PinfSSR2	Pi4B	Missing	Present
J204	Unknown	N_America	Mexico	2004	S_lycopersicum	110/110/0	264/264/0	285/291/0	166/170/0	192/192/0	242/244/0	273/273/0	134/134/0	258/266/0	331/356/0	173/173/0	213/213/0	0	12
J404	Unknown	N_America	Mexico	2004	S_lycopersicum	108/108/0	264/264/0	285/307/0	166/170/0	192/192/0	242/242/0	273/273/0	156/156/0	266/266/0	356/356/0	173/173/0	213/213/0	0	12
J604	Unknown	N_America	Mexico	2004	S_lycopersicum	110/110/0	264/264/0	285/291/0	166/170/0	192/192/0	242/244/0	273/273/0	134/134/0	258/266/0	331/356/0	173/173/0	213/213/0	0	12
J207	Unknown	N_America	Mexico	2007	S_lycopersicum	110/110/0	264/264/0	285/291/0	166/170/0	192/192/0	242/244/0	273/273/0	134/134/0	258/266/0	331/356/0	173/173/0	213/213/0	0	12
J407	Unknown	N_America	Mexico	2007	S_lycopersicum	110/110/0	264/264/0	285/291/0	166/170/0	192/192/0	242/244/0	273/273/0	134/134/0	258/266/0	331/356/0	173/173/0	213/213/0	0	12
J507	Unknown	N_America	Mexico	2007	S_lycopersicum	108/108/0	264/264/0	305/305/0	168/170/0	192/192/0	242/242/0	273/273/0	156/156/0	266/266/0	356/356/0	173/173/0	213/213/0	0	12
J707	Unknown	N_America	Mexico	2007	S_lycopersicum	108/108/0	264/264/0	283/303/0	166/170/0	192/192/0	242/242/0	273/273/0	156/156/0	266/266/0	356/356/0	173/173/0	213/213/0	0	12
J807	Unknown	N_America	Mexico	2007	S_lycopersicum	108/108/0	264/264/0	283/303/0	166/170/0	192/192/0	242/242/0	273/273/0	156/156/0	266/266/0	356/356/0	173/173/0	213/213/0	0	12
10H	Unknown	N_America	Mexico	2010	S_lycopersicum	108/108/0	260/264/0	289/291/0	166/170/0	192/192/0	236/236/0	273/273/0	134/156/0	264/268/0	341/356/0	173/173/0	213/213/0	0	12
11F	Unknown	N_America	Mexico	2010	S_lycopersicum	108/108/0	260/264/0	289/291/0	166/170/0	192/192/0	236/236/0	273/273/0	134/156/0	264/268/0	341/356/0	173/173/0	213/213/0	0	12
11H	Unknown	N_America	Mexico	2010	S_lycopersicum	108/108/0	260/264/0	291/291/0	166/170/0	192/192/0	236/236/0	273/273/0	134/156/0	264/268/0	341/356/0	173/173/0	213/213/0	0	12
12F	Unknown	N_America	Mexico	2010	S_lycopersicum	108/108/0	260/264/0	289/291/0	166/170/0	192/192/0	236/236/0	273/273/0	134/156/0	264/268/0	341/356/0	173/173/0	213/213/0	0	12
12H	Unknown	N_America	Mexico	2010	S_lycopersicum	108/108/0	260/264/0	289/291/0	166/170/0	192/192/0	236/236/0	273/273/0	134/156/0	264/268/0	341/356/0	173/173/0	213/213/0	0	12
13F	Unknown	N_America	Mexico	2010	S_lycopersicum	108/108/0	260/264/0	289/291/0	166/170/0	192/192/0	236/236/0	273/273/0	134/156/0	264/268/0	341/356/0	173/173/0	213/213/0	0	12
13H	Unknown	N_America	Mexico	2010	S_lycopersicum	108/108/0	260/264/0	289/291/0	166/170/0	192/192/0	236/236/0	273/273/0	134/156/0	264/268/0	341/356/0	173/173/0	213/213/0	0	12
14H	Unknown	N_America	Mexico	2010	S_lycopersicum	108/108/0	260/264/0	289/291/0	166/170/0	192/192/0	236/236/0	273/273/0	134/156/0	264/268/0	341/356/0	173/173/0	213/213/0	0	12
1T	Unknown	N_America	Mexico	2010	S_lycopersicum	108/108/0	260/264/0	289/291/0	166/170/0	192/192/0	236/236/0	273/273/0	134/156/0	264/268/0	341/356/0	173/173/0	213/213/0	0	12
2H	Unknown	N_America	Mexico	2010	S_lycopersicum	108/108/0	260/264/0	289/291/0	166/170/0	192/192/0	236/236/0	273/273/0	134/156/0	264/268/0	341/356/0	173/173/0	213/213/0	0	12
3H	Unknown	N_America	Mexico	2010	S_lycopersicum	108/108/0	260/264/0	289/291/0	166/170/0	192/192/0	236/236/0	273/273/0	134/156/0	264/268/0	341/356/0	173/173/0	213/213/0	0	12
4H	Unknown	N_America	Mexico	2010	S_lycopersicum	108/108/0	260/264/0	289/291/0	166/170/0	192/192/0	236/236/0	273/273/0	134/156/0	264/268/0	341/356/0	173/173/0	213/213/0	0	12
5H	Unknown	N_America	Mexico	2010	S_lycopersicum	108/108/0	260/264/0	289/291/0	166/170/0	192/192/0	236/236/0	273/273/0	134/156/0	264/268/0	341/356/0	173/173/0	213/213/0	0	12
9H	Unknown	N_America	Mexico	2010	S_lycopersicum	108/108/0	260/264/0	289/291/0	166/170/0	192/192/0	236/236/0	273/273/0	134/156/0	264/268/0	341/356/0	173/173/0	213/213/0	0	12
Mich7005	Unknown	N_America	Mexico	2007	S_tuberosum	144/228/230	264/266/0	285/291/0	168/168/0	192/192/0	244/244/0	273/279/0	148/148/0	268/268/0	341/356/0	173/175/0	213/213/0	0	12
Mich7006	Unknown	N_America	Mexico	2007	S_tuberosum	108/136/0	260/264/0	285/297/0	166/170/0	192/192/0	242/242/0	279/279/0	156/156/0	266/270/0	341/356/0	173/175/0	205/217/0	0	12
Mich7007	Unknown	N_America	Mexico	2007	S_tuberosum	108/142/0	260/260/0	285/297/0	166/170/0	192/192/0	236/244/0	279/279/0	156/156/0	266/266/0	331/356/0	173/173/0	205/205/0	0	12
Mich7008	Unknown	N_America	Mexico	2007	S_tuberosum	108/228/230	264/264/0	285/285/0	166/170/0	192/192/0	242/244/0	273/273/0	156/164/0	266/268/0	341/356/0	173/175/0	213/213/0	0	12
Mich7012	Unknown	N_America	Mexico	2007	S_tuberosum	110/110/0	266/266/0	295/297/0	168/168/0	192/192/0	236/244/0	273/279/0	156/156/0	266/268/0	356/356/0	173/175/0	213/217/0	0	12
Mich7014	Unknown	N_America	Mexico	2007	S_tuberosum	146/146/0	260/266/0	291/295/0	168/168/0	192/192/0	242/242/0	273/279/0	202/202/0	264/268/0	341/356/0	173/175/0	213/213/0	0	12
Mich7019	Unknown	N_America	Mexico	2007	S_tuberosum	110/110/0	264/264/0	305/305/0	166/170/0	189/192/0	242/244/0	279/279/0	170/170/0	270/270/0	356/356/0	173/175/0	213/217/0	0	12
Mich7029	Unknown	N_America	Mexico	2007	S_tuberosum	108/108/0	260/266/0	291/291/0	168/168/0	192/192/0	244/244/0	273/273/0	164/164/0	264/266/0	356/356/0	173/173/0	213/213/0	0	12
Mich7030	Unknown	N_America	Mexico	2007	S_tuberosum	108/108/0	260/264/0	285/291/0	166/170/0	192/192/0	242/242/0	279/279/0	154/154/0	258/266/0	356/356/0	173/173/0	205/217/0	0	12
Mich7034	Unknown	N_America	Mexico	2007	S_tuberosum	136/228/230	260/260/0	285/303/0	166/170/0	189/192/0	242/244/0	279/279/0	154/164/0	266/268/0	341/356/0	173/173/0	205/205/0	0	12
Mich7035	Unknown	N_America	Mexico	2007	S_tuberosum	108/108/0	260/260/0	291/301/0	166/170/0	192/192/0	244/244/0	279/279/0	156/156/0	266/266/0	341/356/0	173/173/0	217/225/0	0	12
Mich7039	Unknown	N_America	Mexico	2007	S_tuberosum	144/144/0	260/266/0	285/291/0	166/170/0	192/192/0	242/242/0	279/279/0	164/164/0	258/258/0	356/356/0	173/173/0	213/213/0	0	12
Mich7041	Unknown	N_America	Mexico	2007	S_tuberosum	110/110/0	260/264/0	289/305/0	168/168/0	192/192/0	242/242/0	273/273/0	156/164/0	264/264/0	331/356/0	173/173/0	215/215/0	0	12
Mich7043	Unknown	N_America	Mexico	2007	S_tuberosum	228/230/0	260/264/0	285/285/0	166/170/0	192/192/0	246/246/0	279/279/0	164/202/0	268/268/0	356/356/0	173/173/0	213/217/0	0	12
Mich7045	Unknown	N_America	Mexico	2007	S_tuberosum	110/110/0	264/264/0	285/301/0	166/170/0	192/192/0	244/244/0	273/279/0	156/156/0	266/268/0	356/356/0	173/173/0	217/217/0	0	12
Mich7047	Unknown	N_America	Mexico	2007	S_tuberosum	228/230/0	264/266/0	285/305/0	166/166/0	192/192/0	242/242/0	279/279/0	156/156/0	268/268/0	341/341/0	173/173/0	213/217/0	0	12
Mich7055	Unknown	N_America	Mexico	2007	S_tuberosum	110/110/0	264/264/0	285/307/0	166/170/0	192/192/0	236/244/0	279/279/0	156/156/0	266/268/0	356/356/0	173/175/0	213/217/0	0	12
Mich7056	Unknown	N_America	Mexico	2007	S_tuberosum	108/228/230	264/264/0	285/291/0	166/170/0	192/192/0	242/242/0	273/273/0	160/164/0	268/268/0	341/356/0	173/173/0	213/213/0	0	12
Mich7057	Unknown	N_America	Mexico	2007	S_tuberosum	108/110/0	260/260/0	285/291/0	166/166/0	189/192/0	244/244/0	279/279/0	156/164/0	258/266/0	356/356/0	173/173/0	217/217/0	0	12
Mich7058	Unknown	N_America	Mexico	2007	S_tuberosum	108/110/0	260/260/0	285/291/0	166/166/0	189/192/0	244/244/0	279/279/0	156/162/0	258/266/0	356/356/0	173/173/0	217/217/0	0	12
Mich7059	Unknown	N_America	Mexico	2007	S_tuberosum	110/110/0	260/264/0	285/291/0	166/170/0	192/192/0	244/244/0	279/279/0	156/164/0	268/270/0	341/356/0	173/173/0	205/213/0	0	12
Mich7060	Unknown	N_America	Mexico	2007	S_tuberosum	108/140/0	264/264/0	285/285/0	168/168/0	192/192/0	244/244/0	273/279/0	154/156/0	258/264/0	356/356/0	173/173/0	205/215/0	0	12
Mich7061	Unknown	N_America	Mexico	2007	S_tuberosum	108/228/230	264/266/0	285/285/0	166/170/0	192/192/0	242/244/0	273/279/0	164/164/0	266/268/0	356/356/0	173/175/0	213/217/0	0	12
Mich7062	Unknown	N_America	Mexico	2007	S_tuberosum	108/108/0	264/264/0	291/291/0	168/168/0	192/192/0	244/244/0	279/279/0	156/156/0	266/266/0	356/356/0	173/173/0	217/217/0	0	12
Mich7063	Unknown	N_America	Mexico	2007	S_tuberosum	108/108/0	264/264/0	291/291/0	168/168/0	192/192/0	244/244/0	279/279/0	156/156/0	266/266/0	356/356/0	173/173/0	217/217/0	0	12
Mich7068	Unknown	N_America	Mexico	2007	S_tuberosum	110/110/0	260/264/0	285/293/0	166/170/0	192/192/0	244/244/0	273/279/0	156/156/0	268/268/0	356/356/0	173/175/0	205/213/0	0	12
Mich7071	Unknown	N_America	Mexico	2007	S_tuberosum	110/110/0	260/264/0	285/293/0	166/170/0	192/192/0	244/244/0	273/279/0	156/156/0	268/268/0	356/356/0	173/175/0	205/213/0	0	12
Mich7072	Unknown	N_America	Mexico	2007	S_tuberosum	108/110/0	260/264/0	291/295/0	166/170/0	192/192/0	236/244/0	273/273/0	202/202/0	264/268/0	356/356/0	173/175/0	213/217/0	0	12
Mich7075	Unknown	N_America	Mexico	2007	S_tuberosum	110/110/0	260/264/0	285/293/0	166/170/0	192/192/0	244/244/0	273/279/0	156/156/0	268/268/0	356/356/0	173/175/0	205/213/0	0	12
Mich7077	Unknown	N_America	Mexico	2007	S_tuberosum	110/110/0	260/266/0	285/291/0	168/168/0	192/192/0	242/244/0	273/279/0	162/162/0	268/268/0	356/356/0	173/173/0	213/217/0	0	12
Mich7082	Unknown	N_America	Mexico	2007	S_tuberosum	110/110/0	260/264/0	285/293/0	166/170/0	192/192/0	244/244/0	273/279/0	156/156/0	268/268/0	356/356/0	173/175/0	205/213/0	0	12
Mich7084	Unknown	N_America	Mexico	2007	S_tuberosum	110/110/0	260/266/0	285/291/0	168/168/0	192/192/0	242/244/0	273/279/0	162/162/0	268/268/0	356/356/0	173/173/0	213/217/0	0	12
Mich7089	Unknown	N_America	Mexico	2007	S_tuberosum	108/108/0	260/264/0	285/285/0	166/170/0	192/192/0	236/242/0	279/279/0	134/134/0	266/266/0	341/356/0	173/173/0	213/217/0	0	12
Mich7095	Unknown	N_America	Mexico	2007	S_tuberosum	228/230/0	260/264/0	291/297/0	166/170/0	192/192/0	242/244/0	273/279/0	154/202/0	268/268/0	341/356/0	173/175/0	213/213/0	0	12
PA-5	Unknown	N_America	Mexico	2001	S_tuberosum	228/230/0	260/266/0	289/311/0	166/170/0	192/192/0	244/244/0	279/279/0	156/164/0	266/270/0	356/356/0	173/173/0	205/205/0	0	12
PUE-10	Unknown	N_America	Mexico	2003	S_tuberosum	108/140/0	260/266/0	285/291/0	166/170/0	192/192/0	244/244/0	270/279/0	154/154/0	266/268/0	356/356/0	173/173/0	209/225/0	0	12
PUE-16	Unknown	N_America	Mexico	2003	S_tuberosum	140/140/0	260/266/0	285/285/0	166/170/0	186/192/0	244/244/0	270/279/0	154/154/0	268/268/0	341/356/0	173/173/0	225/225/0	0	12
PUE-3	Unknown	N_America	Mexico	2003	S_tuberosum	140/140/0	260/266/0	285/291/0	166/170/0	186/192/0	244/244/0	270/279/0	156/156/0	268/268/0	341/356/0	173/175/0	209/223/225	0	12
PUE-38	Unknown	N_America	Mexico	2003	S_tuberosum	108/140/0	260/266/0	285/291/0	166/170/0	186/192/0	244/244/0	270/279/0	154/156/0	266/268/0	341/356/0	173/173/0	209/225/0	0	12
PUE-41	Unknown	N_America	Mexico	2003	S_tuberosum	144/144/0	260/266/0	285/291/0	166/170/0	186/192/0	244/244/0	270/279/0	154/156/0	268/268/0	341/356/0	173/173/0	209/223/0	0	12
T50	Unknown	N_America	Mexico	2003	S_tuberosum	168/168/0	260/260/0	289/295/0	170/170/0	189/192/0	244/244/0	270/279/0	156/206/0	256/266/0	356/356/0	173/175/0	213/217/0	0	12
Tlax701	Unknown	N_America	Mexico	2007	S_tuberosum	190/190/0	260/260/0	291/297/0	170/170/0	192/192/0	244/250/0	279/279/0	162/162/0	268/270/0	341/356/0	173/173/0	213/213/0	0	12
Tlax703	Unknown	N_America	Mexico	2007	S_tuberosum	180/182/0	260/266/0	289/289/0	170/170/0	192/192/0	244/244/0	273/279/0	154/162/0	266/266/0	341/341/0	173/177/0	213/217/0	0	12
Tlax704	Unknown	N_America	Mexico	2007	S_tuberosum	190/190/0	260/260/0	291/297/0	170/170/0	192/192/0	244/250/0	279/279/0	162/162/0	270/270/0	341/356/0	173/173/0	213/213/0	0	12
Tlax705	Unknown	N_America	Mexico	2007	S_tuberosum	112/136/0	266/266/0	291/291/0	170/170/0	192/192/0	244/244/0	279/279/0	206/206/0	262/268/0	341/356/0	173/173/0	213/217/223	0	12
Tlax709	Unknown	N_America	Mexico	2007	S_tuberosum	190/190/0	260/260/0	291/297/0	170/170/0	192/192/0	244/250/0	279/279/0	162/162/0	268/270/0	341/356/0	173/173/0	213/213/0	0	12
Tlax710	Unknown	N_America	Mexico	2007	S_tuberosum	172/172/0	260/272/0	289/289/0	170/170/0	189/192/0	244/244/0	273/279/0	162/162/0	268/270/0	356/356/0	173/177/0	213/213/0	0	12
Tlax712	Unknown	N_America	Mexico	2007	S_tuberosum	190/190/0	260/260/0	291/297/0	170/170/0	192/192/0	244/250/0	279/279/0	162/162/0	270/270/0	341/356/0	173/173/0	213/213/0	0	12
Tlax713	Unknown	N_America	Mexico	2007	S_tuberosum	136/136/0	266/266/0	291/291/0	166/170/0	192/192/0	244/244/0	279/279/0	162/162/0	262/266/0	341/341/0	175/175/0	213/213/0	0	12
Tlax714	Unknown	N_America	Mexico	2007	S_tuberosum	180/182/0	260/266/0	289/289/0	170/170/0	192/192/0	244/244/0	273/279/0	154/162/0	256/266/0	341/341/0	173/177/0	213/217/0	0	12
Tlax718	Unknown	N_America	Mexico	2007	S_tuberosum	144/144/0	260/264/0	289/293/0	170/170/0	189/192/0	244/244/0	270/279/0	156/162/0	268/268/0	341/341/0	173/173/0	209/209/0	0	12
Tlax722	Unknown	N_America	Mexico	2007	S_tuberosum	140/140/0	260/264/0	299/299/0	170/170/0	192/192/0	244/250/0	270/279/0	156/156/0	258/268/0	341/341/0	173/173/0	209/209/0	0	12
Tlax723	Unknown	N_America	Mexico	2007	S_tuberosum	176/178/0	260/260/0	289/291/0	170/170/0	189/192/0	244/244/0	270/270/0	206/206/0	262/262/0	341/346/0	177/177/0	213/213/0	0	12
Tlax724	Unknown	N_America	Mexico	2007	S_tuberosum	176/178/190	264/266/0	291/291/0	170/170/0	192/192/0	244/244/0	270/279/0	156/156/0	266/266/0	341/356/0	173/173/0	209/213/0	0	12
Tlax725	Unknown	N_America	Mexico	2007	S_tuberosum	144/144/0	260/266/0	289/291/0	166/166/0	192/192/0	242/244/0	270/273/0	162/212/0	268/270/0	341/356/0	173/177/0	213/213/0	0	12
Tlax728	Unknown	N_America	Mexico	2007	S_tuberosum	140/140/0	260/266/0	291/291/0	166/170/0	192/192/0	242/244/0	279/279/0	164/164/0	256/268/0	341/341/0	175/177/0	213/217/0	0	12
Tlax729	Unknown	N_America	Mexico	2007	S_tuberosum	176/178/0	266/266/0	289/295/0	166/170/0	192/192/0	244/244/0	273/279/0	162/162/0	268/270/0	341/346/0	173/173/0	209/213/0	0	12
Tlax731	Unknown	N_America	Mexico	2007	S_tuberosum	144/144/0	266/272/0	293/293/0	168/168/0	189/192/0	242/244/0	273/273/0	156/156/0	268/270/0	346/356/0	173/173/0	209/213/0	0	12
Tlax732	Unknown	N_America	Mexico	2007	S_tuberosum	136/174/176	264/266/0	295/295/0	166/170/0	189/189/0	240/244/0	273/279/0	160/160/0	258/268/0	341/341/0	173/173/0	213/213/0	0	12
Tlax737	Unknown	N_America	Mexico	2007	S_tuberosum	176/178/0	260/260/0	295/309/0	166/170/0	192/192/0	244/250/0	273/279/0	156/160/0	268/270/0	341/356/0	173/173/0	213/213/0	0	12
Tlax738	Unknown	N_America	Mexico	2007	S_tuberosum	136/178/0	260/266/0	289/293/0	166/170/0	192/192/0	242/250/0	279/279/0	156/156/0	258/264/0	341/341/0	173/173/0	209/209/0	0	12
Tlax739	Unknown	N_America	Mexico	2007	S_tuberosum	140/140/0	260/266/0	289/291/0	168/168/0	192/192/0	244/244/0	270/279/0	154/154/0	258/268/0	341/341/0	173/173/0	213/217/0	0	12
Tlax740	Unknown	N_America	Mexico	2007	S_tuberosum	136/176/178	266/266/0	291/295/0	168/168/0	189/192/0	244/244/0	270/279/0	154/162/0	262/268/0	341/356/0	173/175/0	209/213/0	0	12
Tlax748	Unknown	N_America	Mexico	2007	S_tuberosum	140/144/0	266/266/0	289/313/0	170/170/0	192/192/0	244/244/0	273/279/0	156/156/0	266/268/0	341/341/0	175/175/0	209/209/0	0	12
Tlax749	Unknown	N_America	Mexico	2007	S_tuberosum	176/178/0	260/266/0	291/291/0	170/170/0	192/192/0	244/244/0	279/279/0	154/154/0	258/266/0	341/356/0	173/175/0	213/217/0	0	12
Tlax761	Unknown	N_America	Mexico	2007	S_tuberosum	136/136/0	260/266/0	291/291/0	170/170/0	189/192/0	244/244/0	270/279/0	156/156/0	268/270/0	341/341/0	173/175/0	209/213/0	0	12
Tlax762	Unknown	N_America	Mexico	2007	S_tuberosum	176/176/0	264/266/0	291/299/0	166/170/0	189/192/0	244/244/0	279/279/0	156/206/0	258/266/0	341/341/0	173/173/0	213/213/0	0	12
Pic_97008	Unknown	N_America	Mexico	-	S_tuberosum	112/112/0	260/266/0	289/289/0	166/170/0	192/192/0	244/244/0	279/279/0	166/200/0	266/268/0	341/356/0	173/173/0	213/225/0	0	12
Pic_97106	Unknown	N_America	Mexico	1997	S_tuberosum	146/148/0	260/266/0	289/295/0	166/170/0	192/192/0	244/244/0	279/279/0	164/164/0	266/268/0	341/356/0	173/173/0	217/217/0	0	12
Pic_97111	Unknown	N_America	Mexico	1997	S_tuberosum	136/136/0	266/266/0	289/291/0	166/170/0	192/192/0	244/244/0	279/279/0	156/206/0	268/268/0	341/356/0	173/173/0	213/213/0	0	12
Pic_97130	Unknown	N_America	Mexico	1997	S_tuberosum	148/148/0	266/266/0	289/291/0	166/170/0	192/192/0	244/244/0	279/279/0	156/156/0	266/266/0	341/341/0	173/173/0	213/217/0	0	12
Pic_97136	Unknown	N_America	Mexico	1997	S_tuberosum	144/144/0	260/266/0	291/293/0	166/170/0	189/189/0	244/252/0	273/273/0	156/164/0	266/266/0	341/356/0	173/173/0	213/213/0	0	12
Pic_97146	Unknown	N_America	Mexico	-	S_tuberosum	118/118/0	260/264/0	289/289/0	170/170/0	192/192/0	244/244/0	279/279/0	204/208/0	266/266/0	341/341/0	173/173/0	213/213/0	0	12
Pic_97149	Unknown	N_America	Mexico	-	S_tuberosum	140/140/0	260/264/0	289/289/0	166/170/0	192/192/0	244/244/0	273/279/0	156/206/0	266/268/0	341/341/0	173/173/0	209/213/0	0	12
Pic_97153	Unknown	N_America	Mexico	-	S_tuberosum	144/144/0	266/266/0	289/289/0	166/170/0	192/192/0	244/244/0	279/279/0	166/206/0	266/266/0	341/356/0	173/173/0	217/217/0	0	12
Pic_97159	Unknown	N_America	Mexico	-	S_tuberosum	140/140/0	260/260/0	289/289/0	166/170/0	189/192/0	240/244/0	279/279/0	164/204/0	266/268/0	341/356/0	173/173/0	217/217/0	0	12
Pic_97187	Unknown	N_America	Mexico	1997	S_tuberosum	112/138/0	266/266/0	289/289/0	166/170/0	192/192/0	244/244/0	273/279/0	156/206/0	266/276/0	341/356/0	175/175/0	217/217/0	0	12
Pic_97310	Unknown	N_America	Mexico	1997	S_tuberosum	136/144/0	260/264/266	291/293/299	166/170/0	189/192/0	244/244/0	279/279/0	154/160/162	258/268/0	341/346/356	173/175/177	209/213/0	0	12
Pic_97318	Unknown	N_America	Mexico	1997	S_tuberosum	176/178/0	266/272/0	285/285/0	166/170/0	192/192/0	244/244/0	273/279/0	156/160/0	266/266/0	341/356/0	173/173/0	209/213/0	0	12
Pic_97335	Unknown	N_America	Mexico	1997	S_tuberosum	112/134/0	260/266/0	289/295/0	168/168/0	192/192/0	244/244/0	279/279/0	160/206/0	266/268/0	341/356/0	173/173/0	209/213/0	0	12
Pic_97340	Unknown	N_America	Mexico	1997	S_tuberosum	136/136/0	260/266/0	289/295/0	166/170/0	192/192/0	242/244/0	279/279/0	156/206/0	266/268/0	341/356/0	173/173/0	209/213/0	0	12
Pic_97423	Unknown	N_America	Mexico	1997	S_tuberosum	134/140/150	260/266/0	289/293/295	166/170/0	192/192/0	242/244/0	279/279/0	156/158/206	266/266/0	341/341/0	173/173/0	213/213/0	0	12
Pic_97432	Unknown	N_America	Mexico	1997	S_tuberosum	136/136/0	260/260/0	289/289/0	166/170/0	192/192/0	244/244/0	273/273/0	156/156/0	266/266/0	341/356/0	173/173/0	213/213/0	0	12
Pic_97438	Unknown	N_America	Mexico	1997	S_tuberosum	110/166/0	260/266/0	291/291/0	168/168/0	189/192/0	244/244/0	273/279/0	156/208/0	266/268/0	341/356/0	173/173/0	217/221/0	0	12
Pic_97716	Unknown	N_America	Mexico	1997	S_demissum	112/144/0	260/266/0	289/293/0	166/170/0	192/192/0	244/254/0	279/279/0	156/156/0	264/266/0	341/356/0	173/175/0	209/213/0	0	12
Pic_97727	Unknown	N_America	Mexico	1997	S_demissum	136/136/0	260/260/0	289/289/0	168/168/0	192/192/0	244/252/0	279/279/0	156/160/0	268/268/0	341/356/0	173/173/0	213/213/0	0	12
Pic_97744	Unknown	N_America	Mexico	1997	S_demissum	136/164/166	260/260/0	289/289/0	166/170/0	192/192/0	242/244/0	279/279/0	206/206/0	264/266/0	356/356/0	173/173/0	213/213/0	0	12
Pic_97748	Unknown	N_America	Mexico	1997	S_demissum	136/164/166	260/260/0	289/289/0	166/170/0	192/192/0	242/244/0	279/279/0	156/206/0	264/266/0	356/356/0	173/173/0	213/213/0	0	12
Pic_97749	Unknown	N_America	Mexico	1997	S_demissum	136/164/166	260/260/0	289/289/0	166/170/0	192/192/0	242/244/0	279/279/0	156/206/0	264/266/0	356/356/0	173/173/0	213/213/0	0	12
Pic_97750	Unknown	N_America	Mexico	1997	S_demissum	136/164/166	260/260/0	289/289/0	166/170/0	192/192/0	242/244/0	279/279/0	156/206/0	264/266/0	356/356/0	173/173/0	213/213/0	0	12
Pic_97751	Unknown	N_America	Mexico	1997	S_demissum	136/164/166	260/260/0	289/289/0	166/170/0	192/192/0	242/244/0	279/279/0	156/206/0	264/266/0	356/356/0	173/173/0	213/213/0	0	12
Pic_97785	Unknown	N_America	Mexico	1997	S_demissum	136/142/0	260/266/0	289/289/0	170/170/0	192/192/0	244/244/0	279/279/0	156/166/0	266/270/0	356/356/0	173/173/0	213/213/0	0	12
Pic_97791	Unknown	N_America	Mexico	1997	S_demissum	136/142/0	260/266/0	289/289/0	170/170/0	192/192/0	244/244/0	279/279/0	156/166/0	266/270/0	356/356/0	173/173/0	213/213/0	0	12
Pic_97793	Unknown	N_America	Mexico	1997	S_demissum	136/142/0	260/266/0	289/289/0	170/170/0	192/192/0	244/244/0	279/279/0	156/166/0	266/270/0	356/356/0	173/173/0	213/213/0	0	12
G-14	Unknown	N_America	Mexico	2003	S_tuberosum	112/112/0	260/266/0	285/295/0	166/170/0	192/192/0	244/244/0	279/279/0	156/156/0	266/268/0	341/356/0	173/173/0	213/225/0	0	12
Jag6	Unknown	N_America	Mexico	2003	S_tuberosum	110/110/0	264/266/0	285/295/309	166/170/0	192/192/0	244/244/0	279/279/0	134/156/0	258/266/268	331/341/0	173/173/0	213/213/0	0	12
Zac-20	Unknown	N_America	Mexico	2004	S_tuberosum	110/110/0	264/266/0	285/295/305	166/170/0	192/192/0	244/244/0	279/279/0	134/156/0	258/266/268	331/341/0	173/173/0	213/213/0	0	12
Zac-6	Unknown	N_America	Mexico	2004	S_tuberosum	144/148/0	264/264/0	285/295/0	166/170/0	192/192/0	244/256/0	279/279/0	134/156/0	258/266/0	331/356/0	173/173/0	213/213/0	0	12
BU-11.17	Unknown	Europe	UK	2011	S_lycopersicum	134/136/0	266/266/0	288/306/0	166/170/0	192/192/0	244/244/0	279/279/0	142/154/0	266/266/0	331/341/0	173/175/0	205/213/0	0	12
BU-12.01	Unknown	Europe	UK	2012	S_lycopersicum	136/136/0	266/266/0	288/304/0	166/170/0	192/192/0	244/244/0	279/279/0	142/154/0	266/268/0	331/341/0	173/175/0	213/213/0	0	12
BU-12.17	Unknown	Europe	UK	2012	S_lycopersicum	136/136/0	266/266/0	288/308/0	166/170/0	192/192/0	244/244/0	279/279/0	142/154/0	266/268/0	331/341/0	175/175/0	213/213/0	0	12
BU-12.21	Unknown	Europe	UK	2012	S_lycopersicum	138/136/0	266/266/0	288/306/0	166/170/0	192/192/0	244/244/0	279/279/0	142/154/0	266/268/0	331/341/0	173/175/0	213/213/0	0	12
BU-12.23	Unknown	Europe	UK	2012	S_lycopersicum	136/136/0	266/266/0	288/304/0	166/170/0	192/192/0	244/244/0	279/279/0	142/154/0	266/268/0	331/341/0	173/175/0	213/213/0	0	12
BU-12.27	Unknown	Europe	UK	2012	S_lycopersicum	136/136/0	266/266/0	288/306/0	166/170/0	192/192/0	244/244/0	279/279/0	142/154/0	266/268/0	331/341/0	173/175/0	213/213/0	0	12
BU-12.30	Unknown	Europe	UK	2012	S_lycopersicum	136/136/0	266/266/0	288/308/0	166/170/0	192/192/0	244/244/0	279/279/0	142/154/0	266/268/0	331/341/0	173/175/0	213/213/0	0	12
BU-13.P36	Unknown	Europe	UK	2013	S_tuberosum	136/136/0	266/266/0	288/288/0	166/170/0	192/192/0	242/244/0	279/279/0	142/154/0	266/268/0	331/341/0	173/175/0	213/217/0	0	12
BU-12.03	Unknown	Europe	UK	2012	S_lycopersicum	136/154/0	266/266/0	288/294/0	166/166/0	192/195/0	240/244/0	279/279/0	142/142/0	258/266/0	331/341/356	173/175/0	213/217/0	0	12
